TF TG
4612 Ets1 Arl1
4613 Ets1 Arl4c
4614 Ets1 Arpc2
4615 Ets1 Arpc5
4616 Ets1 Arpp19
4617 Ets1 Atf4
4618 Ets1 Atp6ap1
4619 Ets1 Atp6v0b
4620 Ets1 Atp6v0e
4621 Ets1 Atp6v1d
4622 Ets1 Atp6v1e1
4623 Ets1 Atxn10
4624 Ets1 B2m
4625 Ets1 Bcap31
4626 Ets1 Bnip2
4627 Ets1 Bnip3l
4628 Ets1 Brd4
4629 Ets1 Bzw1
4630 Ets1 BC005537
4631 Ets1 Cacybp
4632 Ets1 Calm1
4633 Ets1 Calm2
4634 Ets1 Calr
4635 Ets1 Canx
4636 Ets1 Capns1
4637 Ets1 Capzb
4638 Ets1 Cast
4639 Ets1 Ccdc25
4640 Ets1 Ccnd1
4641 Ets1 Ccnd2
4642 Ets1 Ccng1
4643 Ets1 Ccnl1
4644 Ets1 Cct2
4645 Ets1 Cct3
4646 Ets1 Cct4
4647 Ets1 Cd151
4648 Ets1 Cd2ap
4649 Ets1 Cd44
4650 Ets1 Cd47
4651 Ets1 Cd63
4652 Ets1 Cd81
4653 Ets1 Cdc123
4654 Ets1 Cdc42
4655 Ets1 Cdkn1a
4656 Ets1 Ceacam1
4657 Ets1 Chchd1
4658 Ets1 Chd1
4659 Ets1 Chmp2a
4660 Ets1 Chmp3
4661 Ets1 Chmp4b
4662 Ets1 Cldn18
4663 Ets1 Cldn4
4664 Ets1 Clic1
4665 Ets1 Clic4
4666 Ets1 Clic5
4667 Ets1 Clip1
4668 Ets1 Clta
4669 Ets1 Cltb
4670 Ets1 Clu
4671 Ets1 Cnbp
4672 Ets1 Cnn2
4673 Ets1 Commd3
4674 Ets1 Comt
4675 Ets1 Copb1
4676 Ets1 Cox5a
4677 Ets1 Cox5b
4678 Ets1 Cox6a1
4679 Ets1 Cox7c
4680 Ets1 Crip2
4681 Ets1 Csnk1a1
4682 Ets1 Cstb
4683 Ets1 Ctnna1
4684 Ets1 Cul1
4685 Ets1 Cwc15
4686 Ets1 Cxcl16
4687 Ets1 Cyc1
4688 Ets1 Cycs
4689 Ets1 Cystm1
4690 Ets1 Ddx21
4691 Ets1 Ddx24
4692 Ets1 Ddx3x
4693 Ets1 Denr
4694 Ets1 Dnaja1
4695 Ets1 Dnaja2
4696 Ets1 Dnajc2
4697 Ets1 Dnajc5
4698 Ets1 Dnajc8
4699 Ets1 Dnase2a
4700 Ets1 Dnm1l
4701 Ets1 Drap1
4702 Ets1 Dstn
4703 Ets1 Dync1i2
4704 Ets1 Edf1
4705 Ets1 Eef1a1
4706 Ets1 Ehd4
4707 Ets1 Eif1
4708 Ets1 Eif2ak2
4709 Ets1 Eif2s2
4710 Ets1 Eif3a
4711 Ets1 Eif3g
4712 Ets1 Eif4g2
4713 Ets1 Eif5
4714 Ets1 Eif5a
4715 Ets1 Eif5b
4716 Ets1 Eif6
4717 Ets1 Emc4
4718 Ets1 Emc7
4719 Ets1 Emp2
4720 Ets1 Epcam
4721 Ets1 Etf1
4722 Ets1 Ezr
4723 Ets1 F11r
4724 Ets1 F3
4725 Ets1 Fam104a
4726 Ets1 Fam50a
4727 Ets1 Fermt2
4728 Ets1 Fkbp1a
4729 Ets1 Fkbp3
4730 Ets1 Flna
4731 Ets1 Fnbp1l
4732 Ets1 Ftl1
4733 Ets1 Fubp1
4734 Ets1 Fus
4735 Ets1 Fxr1
4736 Ets1 G3bp2
4737 Ets1 Gabarap
4738 Ets1 Gadd45b
4739 Ets1 Gapdh
4740 Ets1 Ghitm
4741 Ets1 Glrx3
4742 Ets1 Gng5
4743 Ets1 Golga4
4744 Ets1 Gpx1
4745 Ets1 Grb2
4746 Ets1 Gspt1
4747 Ets1 Gtf2f1
4748 Ets1 Gtpbp4
4749 Ets1 H1f0
4750 Ets1 H3f3b
4751 Ets1 Hbegf
4752 Ets1 H2-D1
4753 Ets1 H2-K1
4754 Ets1 Hmgn1
4755 Ets1 Hnrnpa2b1
4756 Ets1 Hnrnpab
4757 Ets1 Hnrnpc
4758 Ets1 Hnrnpu
4759 Ets1 Hsp90aa1
4760 Ets1 Hsp90ab1
4761 Ets1 Hspa5
4762 Ets1 Hspa8
4763 Ets1 Hspa9
4764 Ets1 Hspb1
4765 Ets1 Hspd1
4766 Ets1 Icam1
4767 Ets1 Ier3
4768 Ets1 Ik
4769 Ets1 Itgb1
4770 Ets1 Itgb6
4771 Ets1 Iws1
4772 Ets1 Jun
4773 Ets1 Jund
4774 Ets1 Kif5b
4775 Ets1 Klf6
4776 Ets1 Kras
4777 Ets1 Krt18
4778 Ets1 Krt7
4779 Ets1 Krt8
4780 Ets1 Lamb3
4781 Ets1 Lamp1
4782 Ets1 Laptm4a
4783 Ets1 Las1l
4784 Ets1 Leo1
4785 Ets1 Lmna
4786 Ets1 Lmo7
4787 Ets1 Lpp
4788 Ets1 Lrrc58
4789 Ets1 Lrrfip1
4790 Ets1 Lrrfip2
4791 Ets1 Lsr
4792 Ets1 M6pr
4793 Ets1 Map1lc3b
4794 Ets1 Mdh2
4795 Ets1 Mdm2
4796 Ets1 Mea1
4797 Ets1 Metap2
4798 Ets1 Mfge8
4799 Ets1 Mif
4800 Ets1 Morf4l1
4801 Ets1 Mrps21
4802 Ets1 Msn
4803 Ets1 Mtdh
4804 Ets1 Myl12b
4805 Ets1 Myl12a
4806 Ets1 Myl6
4807 Ets1 Myof
4808 Ets1 Naa15
4809 Ets1 Nars
4810 Ets1 Ncl
4811 Ets1 Ndnf
4812 Ets1 Ndufa4
4813 Ets1 Ndufa5
4814 Ets1 Ndufb6
4815 Ets1 Nfkbia
4816 Ets1 Nme1
4817 Ets1 Nop56
4818 Ets1 Nop58
4819 Ets1 Npm1
4820 Ets1 Nptn
4821 Ets1 Nupr1
4822 Ets1 Ociad1
4823 Ets1 Otud7b
4824 Ets1 Pabpc1
4825 Ets1 Pafah1b1
4826 Ets1 Mpp5
4827 Ets1 Pdap1
4828 Ets1 Pdcd10
4829 Ets1 Pdcd5
4830 Ets1 Pdgfa
4831 Ets1 Pdia3
4832 Ets1 Pdlim1
4833 Ets1 Pfn1
4834 Ets1 Phlda1
4835 Ets1 Phldb2
4836 Ets1 Picalm
4837 Ets1 Pkm
4838 Ets1 Plin2
4839 Ets1 Pls3
4840 Ets1 Pmepa1
4841 Ets1 Pnn
4842 Ets1 Pnrc1
4843 Ets1 Pomp
4844 Ets1 Ppia
4845 Ets1 Ppp1r15a
4846 Ets1 Ppp2r2a
4847 Ets1 Prdx1
4848 Ets1 Prpf40a
4849 Ets1 Psma2
4850 Ets1 Psma5
4851 Ets1 Psma6
4852 Ets1 Psma7
4853 Ets1 Psmb1
4854 Ets1 Psmb2
4855 Ets1 Psmb3
4856 Ets1 Psmb6
4857 Ets1 Psmc1
4858 Ets1 Psmc3
4859 Ets1 Psmc4
4860 Ets1 Psmc5
4861 Ets1 Psmd11
4862 Ets1 Psmd12
4863 Ets1 Psmd4
4864 Ets1 Psmd7
4865 Ets1 Psmd8
4866 Ets1 Psme2
4867 Ets1 Ptp4a2
4868 Ets1 Ptpn11
4869 Ets1 Pttg1ip
4870 Ets1 Rab10
4871 Ets1 Rab6a
4872 Ets1 Rab7
4873 Ets1 Rac1
4874 Ets1 Rala
4875 Ets1 Ran
4876 Ets1 Ranbp1
4877 Ets1 Rangap1
4878 Ets1 Rap1b
4879 Ets1 Rbm8a
4880 Ets1 Rbms1
4881 Ets1 Rbx1
4882 Ets1 Rin2
4883 Ets1 Rnf11
4884 Ets1 Rnh1
4885 Ets1 Rpl12
4886 Ets1 Rpl13a
4887 Ets1 Rpl15
4888 Ets1 Rpl17
4889 Ets1 Rpl19
4890 Ets1 Rpl23
4891 Ets1 Rpl27a
4892 Ets1 Rpl28
4893 Ets1 Rpl32
4894 Ets1 Rpl35
4895 Ets1 Rpl38
4896 Ets1 Rpl6
4897 Ets1 Rpl7
4898 Ets1 Rplp0
4899 Ets1 Rplp2
4900 Ets1 Rps11
4901 Ets1 Rps16
4902 Ets1 Rps18
4903 Ets1 Rps19
4904 Ets1 Rps19bp1
4905 Ets1 Rps23
4906 Ets1 Rps27l
4907 Ets1 Rps5
4908 Ets1 Rps6
4909 Ets1 Rps8
4910 Ets1 Rtn4
4911 Ets1 S100a10
4912 Ets1 S100a11
4913 Ets1 S100a14
4914 Ets1 S100a6
4915 Ets1 Sat1
4916 Ets1 Sbds
4917 Ets1 Sdc4
4918 Ets1 Sdcbp
4919 Ets1 Sdf4
4920 Ets1 Sec62
4921 Ets1 Serbp1
4922 Ets1 Serinc1
4923 Ets1 Serpinb6a
4924 Ets1 Serpinb9
4925 Ets1 Sf3b1
4926 Ets1 Sfn
4927 Ets1 Sfr1
4928 Ets1 Sh3d19
4929 Ets1 Sh3glb1
4930 Ets1 Shroom3
4931 Ets1 Slc25a3
4932 Ets1 Slirp
4933 Ets1 Slk
4934 Ets1 Slu7
4935 Ets1 Snrnp70
4936 Ets1 Snrpb
4937 Ets1 Snx3
4938 Ets1 Snx6
4939 Ets1 Sox4
4940 Ets1 Spcs1
4941 Ets1 Sqstm1
4942 Ets1 Srp14
4943 Ets1 Srsf2
4944 Ets1 Srsf5
4945 Ets1 Ssb
4946 Ets1 St13
4947 Ets1 Stub1
4948 Ets1 Supt5
4949 Ets1 Syap1
4950 Ets1 Syf2
4951 Ets1 Taldo1
4952 Ets1 Taok1
4953 Ets1 Tax1bp1
4954 Ets1 Tbrg1
4955 Ets1 Tcf25
4956 Ets1 Tcp1
4957 Ets1 Tes
4958 Ets1 Timp2
4959 Ets1 Tm9sf3
4960 Ets1 Tmem234
4961 Ets1 Tmem50a
4962 Ets1 Tmem59
4963 Ets1 Tmod3
4964 Ets1 Tnfrsf12a
4965 Ets1 Tnip3
4966 Ets1 Trp53
4967 Ets1 Tpd52
4968 Ets1 Tpd52l2
4969 Ets1 Tpm1
4970 Ets1 Tpm3
4971 Ets1 Tpm3-rs7
4972 Ets1 Tpm4
4973 Ets1 Tra2b
4974 Ets1 Trappc1
4975 Ets1 Trappc4
4976 Ets1 Tsg101
4977 Ets1 Ttc1
4978 Ets1 Tuba1c
4979 Ets1 Txn1
4980 Ets1 Txndc17
4981 Ets1 Txndc9
4982 Ets1 Txnl1
4983 Ets1 Txnrd1
4984 Ets1 Ubb
4985 Ets1 Ubc
4986 Ets1 Ube2b
4987 Ets1 Ube2d3
4988 Ets1 Ube2k
4989 Ets1 Ube2r2
4990 Ets1 Ubxn1
4991 Ets1 Ubxn2a
4992 Ets1 Ubxn4
4993 Ets1 Uqcrb
4994 Ets1 Usp16
4995 Ets1 Utp3
4996 Ets1 Vdac2
4997 Ets1 Vmp1
4998 Ets1 Vps36
4999 Ets1 Vti1b
5000 Ets1 Wbp4
5001 Ets1 Wls
5002 Ets1 Xrn2
5003 Ets1 Ywhab
5004 Ets1 Ywhah
5005 Ets1 Ywhaz
5006 Ets1 Zc3h15
5007 Ets1 Zcrb1
5008 Ets1 Zfand5
5009 Ets1 Zfp36l1
5010 Ets1 Anxa1
5011 Ets1 Areg
5012 Ets1 1110004F10Rik
5013 Ets1 D8Ertd738e
5014 Ets1 Cald1
5015 Ets1 Cd9
5016 Ets1 Cdcp1
5017 Ets1 Cryab
5018 Ets1 Dctn3
5019 Ets1 Eif1a
5020 Ets1 Esd
5021 Ets1 Gnas
5022 Ets1 Krt19
5023 Ets1 Lamc2
5024 Ets1 Lgals3
5025 Ets1 Pam
5026 Ets1 Set
5027 Ets1 Tjp2
5028 Ets1 Ctsl
5029 Ets1 Eif3c
5030 Ets1 Igfbp7
5031 Ets1 Sparc
5032 Ezh2 Acbd3
5033 Ezh2 Acbd5
5034 Ezh2 Actb
5035 Ezh2 Actg1
5036 Ezh2 Actn1
5037 Ezh2 Actn4
5038 Ezh2 Ahnak
5039 Ezh2 Akr1b8
5040 Ezh2 Aldoa
5041 Ezh2 Ano6
5042 Ezh2 Anxa1
5043 Ezh2 Anxa2
5044 Ezh2 Anxa3
5045 Ezh2 Anxa5
5046 Ezh2 Anxa7
5047 Ezh2 App
5048 Ezh2 Arf1
5049 Ezh2 Arl1
5050 Ezh2 Arl4c
5051 Ezh2 Arpc2
5052 Ezh2 Arpc5
5053 Ezh2 Arpp19
5054 Ezh2 Atf4
5055 Ezh2 Atp6ap1
5056 Ezh2 Atp6v0b
5057 Ezh2 Atp6v0e
5058 Ezh2 Atp6v1d
5059 Ezh2 Atp6v1e1
5060 Ezh2 Atxn10
5061 Ezh2 B2m
5062 Ezh2 Bcap31
5063 Ezh2 Bnip2
5064 Ezh2 Bnip3l
5065 Ezh2 Brd4
5066 Ezh2 Bzw1
5067 Ezh2 Cacybp
5068 Ezh2 Cald1
5069 Ezh2 Calm1
5070 Ezh2 Calm2
5071 Ezh2 Calr
5072 Ezh2 Canx
5073 Ezh2 Capns1
5074 Ezh2 Capzb
5075 Ezh2 Cast
5076 Ezh2 Ccdc25
5077 Ezh2 Ccnd1
5078 Ezh2 Ccnd2
5079 Ezh2 Ccng1
5080 Ezh2 Ccnl1
5081 Ezh2 Cct2
5082 Ezh2 Cct3
5083 Ezh2 Cct4
5084 Ezh2 Cd151
5085 Ezh2 Cd2ap
5086 Ezh2 Cd44
5087 Ezh2 Cd47
5088 Ezh2 Cd63
5089 Ezh2 Cd81
5090 Ezh2 Cd9
5091 Ezh2 Cdc123
5092 Ezh2 Cdc42
5093 Ezh2 Cdcp1
5094 Ezh2 Cdkn1a
5095 Ezh2 Ceacam1
5096 Ezh2 Cgn
5097 Ezh2 Chchd1
5098 Ezh2 Chd1
5099 Ezh2 Chmp2a
5100 Ezh2 Chmp3
5101 Ezh2 Chmp4b
5102 Ezh2 Cldn18
5103 Ezh2 Cldn4
5104 Ezh2 Clic4
5105 Ezh2 Clic5
5106 Ezh2 Clip1
5107 Ezh2 Clta
5108 Ezh2 Cltb
5109 Ezh2 Clu
5110 Ezh2 Cnbp
5111 Ezh2 Cnn2
5112 Ezh2 Commd3
5113 Ezh2 Comt
5114 Ezh2 Copb1
5115 Ezh2 Cox5a
5116 Ezh2 Cox5b
5117 Ezh2 Cox6a1
5118 Ezh2 Cox7c
5119 Ezh2 Crip2
5120 Ezh2 Cryab
5121 Ezh2 Csnk1a1
5122 Ezh2 Cstb
5123 Ezh2 Ctnna1
5124 Ezh2 Ctsl
5125 Ezh2 Cul1
5126 Ezh2 Cwc15
5127 Ezh2 Cxcl16
5128 Ezh2 Cyc1
5129 Ezh2 Cycs
5130 Ezh2 Cystm1
5131 Ezh2 Dctn3
5132 Ezh2 Ddx21
5133 Ezh2 Ddx24
5134 Ezh2 Ddx3x
5135 Ezh2 Denr
5136 Ezh2 Dnaja1
5137 Ezh2 Dnaja2
5138 Ezh2 Dnajc2
5139 Ezh2 Dnajc5
5140 Ezh2 Dnajc8
5141 Ezh2 Dnase2a
5142 Ezh2 Dnm1l
5143 Ezh2 Drap1
5144 Ezh2 Dstn
5145 Ezh2 Dync1i2
5146 Ezh2 Eef1a1
5147 Ezh2 Ehd4
5148 Ezh2 Eif1
5149 Ezh2 Eif1a
5150 Ezh2 Eif2ak2
5151 Ezh2 Eif2s2
5152 Ezh2 Eif3a
5153 Ezh2 Eif3g
5154 Ezh2 Eif4g2
5155 Ezh2 Eif5
5156 Ezh2 Eif5a
5157 Ezh2 Eif5b
5158 Ezh2 Eif6
5159 Ezh2 Emc4
5160 Ezh2 Emc7
5161 Ezh2 Emp2
5162 Ezh2 Epcam
5163 Ezh2 Esd
5164 Ezh2 Etf1
5165 Ezh2 Ezr
5166 Ezh2 F11r
5167 Ezh2 F3
5168 Ezh2 Fam104a
5169 Ezh2 Fam50a
5170 Ezh2 Fermt2
5171 Ezh2 Fkbp1a
5172 Ezh2 Fkbp3
5173 Ezh2 Flna
5174 Ezh2 Fnbp1l
5175 Ezh2 Ftl1
5176 Ezh2 Fubp1
5177 Ezh2 Fus
5178 Ezh2 Fxr1
5179 Ezh2 G3bp2
5180 Ezh2 Gabarap
5181 Ezh2 Gadd45b
5182 Ezh2 Gapdh
5183 Ezh2 Ghitm
5184 Ezh2 Glrx3
5185 Ezh2 Gnas
5186 Ezh2 Gng5
5187 Ezh2 Golga4
5188 Ezh2 Gpx1
5189 Ezh2 Grb2
5190 Ezh2 Gspt1
5191 Ezh2 Gtf2f1
5192 Ezh2 Gtpbp4
5193 Ezh2 H1f0
5194 Ezh2 H3f3b
5195 Ezh2 Hbegf
5196 Ezh2 H2-D1
5197 Ezh2 H2-K1
5198 Ezh2 Hmgn1
5199 Ezh2 Hnrnpa2b1
5200 Ezh2 Hnrnpab
5201 Ezh2 Hnrnpc
5202 Ezh2 Hnrnpu
5203 Ezh2 Hsp90aa1
5204 Ezh2 Hsp90ab1
5205 Ezh2 Hspa5
5206 Ezh2 Hspa8
5207 Ezh2 Hspa9
5208 Ezh2 Hspb1
5209 Ezh2 Hspd1
5210 Ezh2 Icam1
5211 Ezh2 Ier3
5212 Ezh2 Igfbp7
5213 Ezh2 Ik
5214 Ezh2 Itgb1
5215 Ezh2 Itgb6
5216 Ezh2 Iws1
5217 Ezh2 Jun
5218 Ezh2 Jund
5219 Ezh2 Kif5b
5220 Ezh2 Klf6
5221 Ezh2 Kras
5222 Ezh2 Krt18
5223 Ezh2 Krt19
5224 Ezh2 Krt7
5225 Ezh2 Krt8
5226 Ezh2 Lamb3
5227 Ezh2 Lamc2
5228 Ezh2 Lamp1
5229 Ezh2 Laptm4a
5230 Ezh2 Las1l
5231 Ezh2 Leo1
5232 Ezh2 Lgals3
5233 Ezh2 Lmna
5234 Ezh2 Lpp
5235 Ezh2 Lrrc58
5236 Ezh2 Lrrfip1
5237 Ezh2 Lrrfip2
5238 Ezh2 Lsr
5239 Ezh2 M6pr
5240 Ezh2 Mal
5241 Ezh2 Map1lc3b
5242 Ezh2 Mdh2
5243 Ezh2 Mdm2
5244 Ezh2 Mea1
5245 Ezh2 Metap2
5246 Ezh2 Mfge8
5247 Ezh2 Mif
5248 Ezh2 Morf4l1
5249 Ezh2 Mrps21
5250 Ezh2 Msn
5251 Ezh2 Mtdh
5252 Ezh2 Myl12b
5253 Ezh2 Myl12a
5254 Ezh2 Myl6
5255 Ezh2 Myof
5256 Ezh2 Naa15
5257 Ezh2 Nars
5258 Ezh2 Ncl
5259 Ezh2 Ndnf
5260 Ezh2 Ndufa4
5261 Ezh2 Ndufa5
5262 Ezh2 Ndufb6
5263 Ezh2 Nfkbia
5264 Ezh2 Nme1
5265 Ezh2 Nop56
5266 Ezh2 Nop58
5267 Ezh2 Npm1
5268 Ezh2 Nptn
5269 Ezh2 Nupr1
5270 Ezh2 Ociad1
5271 Ezh2 Otud7b
5272 Ezh2 Pabpc1
5273 Ezh2 Pafah1b1
5274 Ezh2 Mpp5
5275 Ezh2 Pam
5276 Ezh2 Pdap1
5277 Ezh2 Pdcd10
5278 Ezh2 Pdcd5
5279 Ezh2 Pdgfa
5280 Ezh2 Pdia3
5281 Ezh2 Pdlim1
5282 Ezh2 Pfn1
5283 Ezh2 Phlda1
5284 Ezh2 Phldb2
5285 Ezh2 Picalm
5286 Ezh2 Pkm
5287 Ezh2 Plin2
5288 Ezh2 Pls3
5289 Ezh2 Pmepa1
5290 Ezh2 Pnn
5291 Ezh2 Pnrc1
5292 Ezh2 Pomp
5293 Ezh2 Ppia
5294 Ezh2 Ppp1r15a
5295 Ezh2 Ppp2r2a
5296 Ezh2 Prdx1
5297 Ezh2 Prpf40a
5298 Ezh2 Psma2
5299 Ezh2 Psma5
5300 Ezh2 Psma6
5301 Ezh2 Psma7
5302 Ezh2 Psmb1
5303 Ezh2 Psmb2
5304 Ezh2 Psmb3
5305 Ezh2 Psmc1
5306 Ezh2 Psmc3
5307 Ezh2 Psmc4
5308 Ezh2 Psmc5
5309 Ezh2 Psmd11
5310 Ezh2 Psmd12
5311 Ezh2 Psmd4
5312 Ezh2 Psmd7
5313 Ezh2 Psmd8
5314 Ezh2 Psme2
5315 Ezh2 Ptp4a2
5316 Ezh2 Ptpn11
5317 Ezh2 Pttg1ip
5318 Ezh2 Rab10
5319 Ezh2 Rab6a
5320 Ezh2 Rab7
5321 Ezh2 Rac1
5322 Ezh2 Rala
5323 Ezh2 Ran
5324 Ezh2 Ranbp1
5325 Ezh2 Rangap1
5326 Ezh2 Rap1b
5327 Ezh2 Rbm8a
5328 Ezh2 Rbms1
5329 Ezh2 Rbx1
5330 Ezh2 Rin2
5331 Ezh2 Rnf11
5332 Ezh2 Rnh1
5333 Ezh2 Rpl12
5334 Ezh2 Rpl13a
5335 Ezh2 Rpl15
5336 Ezh2 Rpl17
5337 Ezh2 Rpl19
5338 Ezh2 Rpl23
5339 Ezh2 Rpl27a
5340 Ezh2 Rpl28
5341 Ezh2 Rpl32
5342 Ezh2 Rpl35
5343 Ezh2 Rpl38
5344 Ezh2 Rpl6
5345 Ezh2 Rpl7
5346 Ezh2 Rplp0
5347 Ezh2 Rplp2
5348 Ezh2 Rps11
5349 Ezh2 Rps16
5350 Ezh2 Rps19
5351 Ezh2 Rps19bp1
5352 Ezh2 Rps23
5353 Ezh2 Rps27l
5354 Ezh2 Rps5
5355 Ezh2 Rps6
5356 Ezh2 Rps8
5357 Ezh2 Rtn4
5358 Ezh2 S100a10
5359 Ezh2 S100a11
5360 Ezh2 S100a14
5361 Ezh2 S100a6
5362 Ezh2 Sat1
5363 Ezh2 Sbds
5364 Ezh2 Sdc4
5365 Ezh2 Sdcbp
5366 Ezh2 Sdf4
5367 Ezh2 Sec62
5368 Ezh2 Serbp1
5369 Ezh2 Serinc1
5370 Ezh2 Serpinb6a
5371 Ezh2 Serpinb9
5372 Ezh2 Set
5373 Ezh2 Sf3b1
5374 Ezh2 Sfn
5375 Ezh2 Sfr1
5376 Ezh2 Sh3d19
5377 Ezh2 Sh3glb1
5378 Ezh2 Shroom3
5379 Ezh2 Slc25a3
5380 Ezh2 Slirp
5381 Ezh2 Slk
5382 Ezh2 Slu7
5383 Ezh2 Snrnp70
5384 Ezh2 Snrpb
5385 Ezh2 Snx3
5386 Ezh2 Snx6
5387 Ezh2 Sox4
5388 Ezh2 Sparc
5389 Ezh2 Spcs1
5390 Ezh2 Sqstm1
5391 Ezh2 Srp14
5392 Ezh2 Srsf2
5393 Ezh2 Srsf5
5394 Ezh2 Ssb
5395 Ezh2 St13
5396 Ezh2 Stub1
5397 Ezh2 Supt5
5398 Ezh2 Syap1
5399 Ezh2 Syf2
5400 Ezh2 Taldo1
5401 Ezh2 Taok1
5402 Ezh2 Tax1bp1
5403 Ezh2 Tbrg1
5404 Ezh2 Tcf25
5405 Ezh2 Tcp1
5406 Ezh2 Tes
5407 Ezh2 Timp2
5408 Ezh2 Tjp2
5409 Ezh2 Tm9sf3
5410 Ezh2 Tmem234
5411 Ezh2 Tmem50a
5412 Ezh2 Tmem59
5413 Ezh2 Tmod3
5414 Ezh2 Tnfrsf12a
5415 Ezh2 Tnip3
5416 Ezh2 Trp53
5417 Ezh2 Tpd52
5418 Ezh2 Tpd52l2
5419 Ezh2 Tpm1
5420 Ezh2 Tpm3
5421 Ezh2 Tpm3-rs7
5422 Ezh2 Tpm4
5423 Ezh2 Tra2b
5424 Ezh2 Trappc1
5425 Ezh2 Trappc4
5426 Ezh2 Tsg101
5427 Ezh2 Tspan8
5428 Ezh2 Tspo
5429 Ezh2 Ttc1
5430 Ezh2 Tuba1c
5431 Ezh2 Txn1
5432 Ezh2 Txndc17
5433 Ezh2 Txndc9
5434 Ezh2 Txnl1
5435 Ezh2 Txnrd1
5436 Ezh2 Ubb
5437 Ezh2 Ubc
5438 Ezh2 Ube2b
5439 Ezh2 Ube2d3
5440 Ezh2 Ube2k
5441 Ezh2 Ube2r2
5442 Ezh2 Ubxn1
5443 Ezh2 Ubxn2a
5444 Ezh2 Ubxn4
5445 Ezh2 Uqcrb
5446 Ezh2 Usp16
5447 Ezh2 Utp3
5448 Ezh2 Vdac2
5449 Ezh2 Vmp1
5450 Ezh2 Vps36
5451 Ezh2 Vti1b
5452 Ezh2 Wbp4
5453 Ezh2 Wls
5454 Ezh2 Xrn2
5455 Ezh2 Ywhab
5456 Ezh2 Ywhah
5457 Ezh2 Ywhaz
5458 Ezh2 Zc3h15
5459 Ezh2 Zcrb1
5460 Ezh2 Zfand5
5461 Ezh2 Zfp36l1
5462 Ezh2 Psmb6
5463 Foxa2 Acbd5
5464 Foxa2 Actb
5465 Foxa2 Actg1
5466 Foxa2 Actn1
5467 Foxa2 Actn4
5468 Foxa2 Ahnak
5469 Foxa2 Akr1b8
5470 Foxa2 Ano6
5471 Foxa2 Anxa1
5472 Foxa2 Anxa2
5473 Foxa2 Anxa3
5474 Foxa2 Anxa5
5475 Foxa2 Anxa7
5476 Foxa2 Arl4c
5477 Foxa2 Arpp19
5478 Foxa2 Atp6v0b
5479 Foxa2 Atp6v0e
5480 Foxa2 Atp6v1d
5481 Foxa2 Atxn10
5482 Foxa2 Bcap31
5483 Foxa2 Bnip2
5484 Foxa2 Bnip3l
5485 Foxa2 Brd4
5486 Foxa2 Bzw1
5487 Foxa2 Cacybp
5488 Foxa2 Cald1
5489 Foxa2 Calm1
5490 Foxa2 Calm2
5491 Foxa2 Calr
5492 Foxa2 Canx
5493 Foxa2 Capns1
5494 Foxa2 Capzb
5495 Foxa2 Cast
5496 Foxa2 Ccdc25
5497 Foxa2 Ccnd1
5498 Foxa2 Ccng1
5499 Foxa2 Ccnl1
5500 Foxa2 Cct3
5501 Foxa2 Cct4
5502 Foxa2 Cd151
5503 Foxa2 Cd44
5504 Foxa2 Cd47
5505 Foxa2 Cd63
5506 Foxa2 Cdc123
5507 Foxa2 Cdc42
5508 Foxa2 Cdkn1a
5509 Foxa2 Chchd1
5510 Foxa2 Chmp2a
5511 Foxa2 Chmp3
5512 Foxa2 Chmp4b
5513 Foxa2 Cldn18
5514 Foxa2 Cldn4
5515 Foxa2 Clic4
5516 Foxa2 Clip1
5517 Foxa2 Clta
5518 Foxa2 Cltb
5519 Foxa2 Clu
5520 Foxa2 Cnbp
5521 Foxa2 Commd3
5522 Foxa2 Cox5a
5523 Foxa2 Cox6a1
5524 Foxa2 Cox7c
5525 Foxa2 Csnk1a1
5526 Foxa2 Ctnna1
5527 Foxa2 Ctsl
5528 Foxa2 Cul1
5529 Foxa2 Cxcl16
5530 Foxa2 Cycs
5531 Foxa2 Dctn3
5532 Foxa2 Ddx3x
5533 Foxa2 Denr
5534 Foxa2 Dnaja1
5535 Foxa2 Dnaja2
5536 Foxa2 Dnajc2
5537 Foxa2 Dnajc5
5538 Foxa2 Dnm1l
5539 Foxa2 Drap1
5540 Foxa2 Dstn
5541 Foxa2 Dync1i2
5542 Foxa2 Eef1a1
5543 Foxa2 Eif1
5544 Foxa2 Eif1a
5545 Foxa2 Eif2ak2
5546 Foxa2 Eif2s2
5547 Foxa2 Eif3a
5548 Foxa2 Eif3c
5549 Foxa2 Eif3g
5550 Foxa2 Eif5
5551 Foxa2 Eif5a
5552 Foxa2 Eif5b
5553 Foxa2 Eif6
5554 Foxa2 Emc4
5555 Foxa2 Emc7
5556 Foxa2 Emp2
5557 Foxa2 Esd
5558 Foxa2 Ezr
5559 Foxa2 F11r
5560 Foxa2 Fermt2
5561 Foxa2 Fkbp1a
5562 Foxa2 Fkbp3
5563 Foxa2 Fnbp1l
5564 Foxa2 Ftl1
5565 Foxa2 Fus
5566 Foxa2 Fxr1
5567 Foxa2 G3bp2
5568 Foxa2 Gadd45b
5569 Foxa2 Gapdh
5570 Foxa2 Ghitm
5571 Foxa2 Gng5
5572 Foxa2 Grb2
5573 Foxa2 Gspt1
5574 Foxa2 Gtpbp4
5575 Foxa2 H1f0
5576 Foxa2 H3f3b
5577 Foxa2 Hnrnpa2b1
