TF TG
23847 Ybx1 Ndnf
23848 Ybx1 Ndufa4
23849 Ybx1 Ndufa5
23850 Ybx1 Nfkbia
23851 Ybx1 Nupr1
23852 Ybx1 Otud7b
23853 Ybx1 Mpp5
23854 Ybx1 Pdia3
23855 Ybx1 Pdlim1
23856 Ybx1 Phldb2
23857 Ybx1 Picalm
23858 Ybx1 Pnn
23859 Ybx1 Pnrc1
23860 Ybx1 Pomp
23861 Ybx1 Prdx1
23862 Ybx1 Psmb3
23863 Ybx1 Psmc3
23864 Ybx1 Psmc4
23865 Ybx1 Psmd7
23866 Ybx1 Rbm8a
23867 Ybx1 Rin2
23868 Ybx1 Rpl13a
23869 Ybx1 Rpl17
23870 Ybx1 Rpl23
23871 Ybx1 Rpl27a
23872 Ybx1 Rpl35
23873 Ybx1 Rpl38
23874 Ybx1 Rps16
23875 Ybx1 S100a10
23876 Ybx1 S100a11
23877 Ybx1 S100a6
23878 Ybx1 Sat1
23879 Ybx1 Sdc4
23880 Ybx1 Sdcbp
23881 Ybx1 Sec62
23882 Ybx1 Serpinb6a
23883 Ybx1 Set
23884 Ybx1 Sfr1
23885 Ybx1 Sparc
23886 Ybx1 St13
23887 Ybx1 Syf2
23888 Ybx1 Tax1bp1
23889 Ybx1 Tjp2
23890 Ybx1 Tmem50a
23891 Ybx1 Tmod3
23892 Ybx1 Tpd52l2
23893 Ybx1 Tpm1
23894 Ybx1 Ttc1
23895 Ybx1 Txnl1
23896 Ybx1 Uqcrb
23897 Ybx1 Utp3
23898 Ybx1 Ywhah
23899 Ybx1 Ywhaz
23900 Ybx1 Acbd3
23901 Ybx1 Actn4
23902 Ybx1 Anxa2
23903 Ybx1 Arf1
23904 Ybx1 2200002D01Rik
23905 Ybx1 Cd44
23906 Ybx1 Eif1
23907 Ybx1 Gadd45b
23908 Ybx1 Hspd1
23909 Ybx1 Jund
23910 Ybx1 Lamp1
23911 Ybx1 Nptn
23912 Ybx1 Phlda1
23913 Ybx1 Ppp1r15a
23914 Ybx1 Psma6
23915 Ybx1 Rnf11
23916 Ybx1 Rpl28
23917 Ybx1 Rplp0
23918 Ybx1 Slc25a3
23919 Ybx1 Tpm3
23920 Ybx1 Tpm3-rs7
23921 Ybx1 Ubxn1
23922 Ybx1 Akr1b8
23923 Ybx1 Anxa3
23924 Ybx1 Capns1
23925 Ybx1 Ccng1
23926 Ybx1 Ccnl1
23927 Ybx1 Cd9
23928 Ybx1 Cgn
23929 Ybx1 Cnn2
23930 Ybx1 Crip2
23931 Ybx1 Ctsl
23932 Ybx1 Dctn3
23933 Ybx1 Ddx3x
23934 Ybx1 Dnase2a
23935 Ybx1 Ehd4
23936 Ybx1 Eif5
23937 Ybx1 Eif5a
23938 Ybx1 Epcam
23939 Ybx1 F3
23940 Ybx1 Fermt2
23941 Ybx1 Fkbp1a
23942 Ybx1 Flna
23943 Ybx1 Icam1
23944 Ybx1 Ier3
23945 Ybx1 Klf6
23946 Ybx1 Krt18
23947 Ybx1 Krt8
23948 Ybx1 Lamb3
23949 Ybx1 Las1l
23950 Ybx1 Map1lc3b
23951 Ybx1 Mtdh
23952 Ybx1 Nars
23953 Ybx1 Pabpc1
23954 Ybx1 Pam
23955 Ybx1 Pmepa1
23956 Ybx1 Ppia
23957 Ybx1 Ran
23958 Ybx1 Rps19bp1
23959 Ybx1 Rps23
23960 Ybx1 Rps27l
23961 Ybx1 S100a14
23962 Ybx1 Serinc1
23963 Ybx1 Sfn
23964 Ybx1 Slk
23965 Ybx1 Slu7
23966 Ybx1 Snx3
23967 Ybx1 Sox4
23968 Ybx1 Timp2
23969 Ybx1 Tnip3
23970 Ybx1 Tpm4
23971 Ybx1 Tspan8
23972 Ybx1 Txnrd1
23973 Ybx1 Vti1b
23974 Ybx1 Zfp36l1
23975 Chd8 Cacybp
23976 Chd8 Canx
23977 Chd8 Cast
23978 Chd8 Ccng1
23979 Chd8 Cdc123
23980 Chd8 Cgn
23981 Chd8 Cldn18
23982 Chd8 Cltb
23983 Chd8 Ctnna1
23984 Chd8 Ddx21
23985 Chd8 Edf1
23986 Chd8 Ehd4
23987 Chd8 Ezr
23988 Chd8 F11r
23989 Chd8 Fam104a
23990 Chd8 Fubp1
23991 Chd8 Fxr1
23992 Chd8 Golga4
23993 Chd8 Hnrnpab
23994 Chd8 Lmna
23995 Chd8 Lrrfip2
23996 Chd8 Mdm2
23997 Chd8 Ndufa5
23998 Chd8 Nupr1
23999 Chd8 Pnn
24000 Chd8 Ppia
24001 Chd8 Psma6
24002 Chd8 Psmc5
24003 Chd8 Ptp4a2
24004 Chd8 Rala
24005 Chd8 Rtn4
24006 Chd8 S100a10
24007 Chd8 S100a11
24008 Chd8 Serbp1
24009 Chd8 Sh3glb1
24010 Chd8 Syf2
24011 Chd8 Tmem234
24012 Chd8 Tpm1
24013 Chd8 Tpm3
24014 Chd8 Tpm3-rs7
24015 Chd8 Trappc4
24016 Chd8 H3f3b
24017 Nfkbib Cul1
24018 Nfkbib Nfkbia
24019 Nfkbib Ccnd1
24020 Nfkbib Eif2ak2
24021 Ehmt2 H3f3b
24022 Ehmt2 Klf6
24023 Ehmt2 Ywhab
24024 Ehmt2 Cdkn1a
24025 Ehmt2 Ccnd1
24026 Ehmt2 Acbd5
24027 Ehmt2 Anxa7
24028 Ehmt2 Arf1
24029 Ehmt2 Arpc2
24030 Ehmt2 Atp6v0b
24031 Ehmt2 Cacybp
24032 Ehmt2 Capzb
24033 Ehmt2 Ccdc25
24034 Ehmt2 Cd151
24035 Ehmt2 Cd81
24036 Ehmt2 Cdc123
24037 Ehmt2 Cdc42
24038 Ehmt2 Chchd1
24039 Ehmt2 Clic4
24040 Ehmt2 Commd3
24041 Ehmt2 Copb1
24042 Ehmt2 Ddx21
24043 Ehmt2 Dnajc8
24044 Ehmt2 Eif4g2
24045 Ehmt2 F3
24046 Ehmt2 Fnbp1l
24047 Ehmt2 Glrx3
24048 Ehmt2 Gtpbp4
24049 Ehmt2 Hnrnpu
24050 Ehmt2 Itgb1
24051 Ehmt2 Kif5b
24052 Ehmt2 Lamb3
24053 Ehmt2 Lmna
24054 Ehmt2 Pdlim1
24055 Ehmt2 Ptp4a2
24056 Ehmt2 Rnf11
24057 Ehmt2 Rnh1
24058 Ehmt2 Rpl27a
24059 Ehmt2 Rplp2
24060 Ehmt2 S100a11
24061 Ehmt2 Sdf4
24062 Ehmt2 Serbp1
24063 Ehmt2 Sfr1
24064 Ehmt2 Sh3glb1
24065 Ehmt2 Slk
24066 Ehmt2 Syf2
24067 Ehmt2 Taldo1
24068 Ehmt2 Tm9sf3
24069 Ehmt2 Tpm3
24070 Ehmt2 Tpm3-rs7
24071 Ehmt2 Actb
24072 Ehmt2 Ceacam1
24073 Ehmt2 Clu
24074 Ehmt2 Cxcl16
24075 Ehmt2 Cystm1
24076 Ehmt2 Ddx3x
24077 Ehmt2 Denr
24078 Ehmt2 Eef1a1
24079 Ehmt2 Emc7
24080 Ehmt2 Emp2
24081 Ehmt2 Krt7
24082 Ehmt2 Nupr1
24083 Ehmt2 Pomp
24084 Ehmt2 Ptpn11
24085 Ehmt2 Rpl6
24086 Ehmt2 Rplp0
24087 Ehmt2 Sat1
24088 Ehmt2 Trappc1
24089 Ehmt2 Ttc1
24090 Fmr1 Fxr1
24091 Fmr1 Ncl
24092 Fmr1 Ubc
24093 Fmr1 Rac1
24094 Fmr1 Anxa3
24095 Fmr1 Atp6ap1
24096 Fmr1 Cct4
24097 Fmr1 Dnm1l
24098 Fmr1 Dstn
24099 Fmr1 Eif3g
24100 Fmr1 Glrx3
24101 Fmr1 Lrrc58
24102 Fmr1 Ndufa4
24103 Fmr1 Ppia
24104 Fmr1 Psma6
24105 Fmr1 Psmb2
24106 Fmr1 Psmb6
24107 Fmr1 Rpl15
24108 Fmr1 Rpl38
24109 Fmr1 Rplp0
24110 Fmr1 Rps19
24111 Fmr1 Rps8
24112 Fmr1 Serinc1
24113 Fmr1 Slu7
24114 Fmr1 Tmem50a
24115 Fmr1 Tnfrsf12a
24116 Fmr1 Txndc9
24117 Fmr1 Ywhah
24118 Fmr1 App
24119 Fmr1 Eef1a1
24120 Aatf Tsg101
24121 Aatf Cdkn1a
24122 Aatf Trp53
24123 Aatf Actg1
24124 Aatf Ahnak
24125 Aatf Aldoa
24126 Aatf Anxa2
24127 Aatf Arf1
24128 Aatf Bzw1
24129 Aatf Capzb
24130 Aatf Cd151
24131 Aatf Cnn2
24132 Aatf Dnase2a
24133 Aatf Drap1
24134 Aatf Dstn
24135 Aatf F3
24136 Aatf Grb2
24137 Aatf Gtpbp4
24138 Aatf Klf6
24139 Aatf Pkm
24140 Aatf Ppp1r15a
24141 Aatf Ranbp1
24142 Aatf Stub1
24143 Aatf Taldo1
24144 Aatf Tmod3
24145 Aatf Tnfrsf12a
24146 Aatf Tpm4
24147 Aatf Zfp36l1
24148 Wwp1 Rnf11
24149 Wwp1 Ywhaz
24150 Wwp1 Trp53
24151 Ddb1 Trp53
24152 Ddb1 Sf3b1
24153 Lmo4 Pam
24154 Lmo4 Chchd1
24155 Lmo4 Csnk1a1
24156 Lmo4 Eif4g2
24157 Lmo4 Golga4
24158 Lmo4 Krt7
24159 Lmo4 Lrrfip1
24160 Lmo4 Psmc4
24161 Lmo4 Psmc5
24162 Lmo4 Rangap1
24163 Lmo4 Rplp2
24164 Lmo4 Sh3glb1
24165 Lmo4 Sparc
24166 Lmo4 Sqstm1
24167 Lmo4 Ube2b
24168 Lmo4 Zc3h15
24169 Srrm1 Fus
24170 Srrm1 Rbm8a
24171 Ilf3 Eif2ak2
24172 Ilf3 Fus
24173 Ilf3 Atxn10
24174 Ilf3 Acbd3
24175 Ilf3 Acbd5
24176 Ilf3 Actg1
24177 Ilf3 Anxa7
24178 Ilf3 Arf1
24179 Ilf3 Arpc5
24180 Ilf3 Atp6v0b
24181 Ilf3 Capzb
24182 Ilf3 Cdc42
24183 Ilf3 Chchd1
24184 Ilf3 Clic4
24185 Ilf3 Ddx21
24186 Ilf3 Dnajc8
24187 Ilf3 Drap1
24188 Ilf3 Eif1
24189 Ilf3 F11r
24190 Ilf3 Fnbp1l
24191 Ilf3 Glrx3
24192 Ilf3 Gng5
24193 Ilf3 Gtpbp4
24194 Ilf3 H3f3b
24195 Ilf3 Hnrnpu
24196 Ilf3 Itgb1
24197 Ilf3 Jun
24198 Ilf3 Klf6
24199 Ilf3 Lmna
24200 Ilf3 Mtdh
24201 Ilf3 Myl6
24202 Ilf3 Myof
24203 Ilf3 Pdlim1
24204 Ilf3 Picalm
24205 Ilf3 Psma5
24206 Ilf3 Ptp4a2
24207 Ilf3 Rnf11
24208 Ilf3 S100a11
24209 Ilf3 Sh3glb1
24210 Ilf3 Tmem234
24211 Ilf3 Tmem59
24212 Ilf3 Tpm3
24213 Ilf3 Tpm3-rs7
24214 Ilf3 Vps36
24215 Ilf3 Cdkn1a
24216 Pnn Dync1i2
24217 Pnn Krt18
24218 Pnn Krt19
24219 Pnn Krt8
24220 Pnn Ssb
24221 Pnn Dnajc2
24222 Pnn Gspt1
24223 Pnn Iws1
24224 Pnn Mtdh
24225 Pnn Naa15
24226 Nab1 Rap1b
24227 Klf6 Trp53
24228 Klf6 Ccnd1
24229 Klf6 Cdkn1a
24230 Klf6 Acbd5
24231 Klf6 Actn1
24232 Klf6 Ahnak
24233 Klf6 Anxa2
24234 Klf6 Ccnl1
24235 Klf6 Cd2ap
24236 Klf6 Cd44
24237 Klf6 Itgb1
24238 Klf6 Lpp
24239 Klf6 Lsr
24240 Klf6 M6pr
24241 Klf6 Nptn
24242 Klf6 Mpp5
24243 Klf6 Pmepa1
24244 Klf6 Rala
24245 Klf6 Rbms1
24246 Klf6 S100a11
24247 Klf6 S100a6
24248 Klf6 Tpm4
24249 Klf6 Ubxn2a
24250 Klf6 Atp6v1e1
24251 Klf6 Capns1
24252 Klf6 Capzb
24253 Klf6 Cd63
24254 Klf6 Cdc123
24255 Klf6 Cdc42
24256 Klf6 Chchd1
24257 Klf6 Chmp2a
24258 Klf6 Clic4
24259 Klf6 Clip1
24260 Klf6 Cnn2
24261 Klf6 Copb1
24262 Klf6 Dnajc8
24263 Klf6 Drap1
24264 Klf6 Ehd4
24265 Klf6 Eif1
24266 Klf6 Eif5
24267 Klf6 Eif6
24268 Klf6 F3
24269 Klf6 Fam104a
24270 Klf6 Fkbp3
24271 Klf6 Gabarap
24272 Klf6 Gtpbp4
24273 Klf6 Hmgn1
24274 Klf6 Jun
24275 Klf6 Krt8
24276 Klf6 Map1lc3b
24277 Klf6 Morf4l1
24278 Klf6 Myl12b
24279 Klf6 Myl6
24280 Klf6 Pfn1
24281 Klf6 Pkm
24282 Klf6 Psma5
24283 Klf6 Ptp4a2
24284 Klf6 Rab6a
24285 Klf6 Rap1b
24286 Klf6 Rpl13a
24287 Klf6 Rtn4
24288 Klf6 S100a10
24289 Klf6 Sat1
24290 Klf6 Serbp1
24291 Klf6 Taldo1
24292 Klf6 Tcf25
24293 Klf6 Tm9sf3
24294 Klf6 Tmem59
24295 Klf6 Tpm1
24296 Klf6 Tpm3
24297 Klf6 Tpm3-rs7
24298 Klf6 Tspo
24299 Klf6 Tuba1c
24300 Klf6 Txn1
24301 Klf6 Ubc
24302 Klf6 Vdac2
24303 Klf6 Vmp1
24304 Klf6 Ywhaz
24305 Klf6 Areg
24306 Klf6 Lmna
24307 Klf6 Lrrfip1
24308 Klf6 Zfp36l1
24309 Eif5b Eif1a
24310 Eif5b Rplp0
24311 Eif5b Eif3a
24312 Eif5b Eif6
24313 Eif5b Rpl19
24314 Eif5b Eif3g
24315 Eif5b Eif3c
24316 Eif5b Rpl23
24317 Eif5b Rpl38
24318 Ythdc1 Srsf2
24319 Ythdc1 Tra2b
24320 Hmgn1 Ywhaz
24321 Hmgn1 Acbd5
24322 Hmgn1 Arpc5
24323 Hmgn1 Atp6v1d
24324 Hmgn1 Cct4
24325 Hmgn1 Cd44
24326 Hmgn1 Cnn2
24327 Hmgn1 Cox6a1
24328 Hmgn1 Cyc1
24329 Hmgn1 Dstn
24330 Hmgn1 Eef1a1
24331 Hmgn1 Esd
24332 Hmgn1 Ezr
24333 Hmgn1 Ghitm
24334 Hmgn1 Hnrnpa2b1
24335 Hmgn1 Hnrnpc
24336 Hmgn1 Ik
24337 Hmgn1 Lamp1
24338 Hmgn1 Laptm4a
24339 Hmgn1 Ppp1r15a
24340 Hmgn1 Ranbp1
24341 Hmgn1 Rbms1
24342 Hmgn1 Rpl13a
24343 Hmgn1 Rps5
24344 Hmgn1 S100a10
24345 Hmgn1 Sdf4
24346 Hmgn1 Sqstm1
24347 Hmgn1 Syf2
24348 Hmgn1 Taok1
24349 Hmgn1 Tmem234
24350 Hmgn1 Tmem50a
24351 Hmgn1 Tpm3
24352 Hmgn1 Tpm3-rs7
24353 Ing1 Sfn
24354 Ing1 Trp53
24355 Ing1 Ywhab
24356 Ing1 Ywhah
24357 Ing1 Ywhaz
24358 Ing1 Cdkn1a
24359 Ing4 Trp53
24360 Ing4 Ccnd1
24361 Ing4 Cdkn1a
24362 Nupr1 Cdkn1a
24363 Nupr1 Trp53
24364 Nupr1 Atf4
24365 Zranb2 Snrnp70
24366 Zranb2 Srsf2
24367 Hbp1 Cdkn1a
24368 Hbp1 Mif
24369 Hbp1 Acbd5
24370 Hbp1 Actn1
24371 Hbp1 Ahnak
24372 Hbp1 Ano6
24373 Hbp1 Arf1
24374 Hbp1 Arpp19
24375 Hbp1 B2m
24376 Hbp1 Bnip2
24377 Hbp1 Capzb
24378 Hbp1 Cdc123
24379 Hbp1 Clic4
24380 Hbp1 Commd3
24381 Hbp1 Ddx24
24382 Hbp1 Drap1
24383 Hbp1 Eif4g2
24384 Hbp1 Eif5
24385 Hbp1 Esd
24386 Hbp1 Fermt2
24387 Hbp1 Fubp1
24388 Hbp1 Gapdh
24389 Hbp1 Glrx3
24390 Hbp1 Gng5
24391 Hbp1 H3f3b
24392 Hbp1 Hnrnpc
24393 Hbp1 Hnrnpu
24394 Hbp1 Hspa8
24395 Hbp1 Itgb1
24396 Hbp1 Jun
24397 Hbp1 Kif5b
24398 Hbp1 Klf6
24399 Hbp1 Kras
24400 Hbp1 Krt8
24401 Hbp1 Lmna
24402 Hbp1 Mdm2
24403 Hbp1 Myl6
24404 Hbp1 Nfkbia
24405 Hbp1 Nptn
24406 Hbp1 Mpp5
24407 Hbp1 Phlda1
24408 Hbp1 Pkm
24409 Hbp1 Pnn
24410 Hbp1 Psme2
24411 Hbp1 Ptp4a2
24412 Hbp1 Rnh1
24413 Hbp1 Rplp2
24414 Hbp1 Sfr1
24415 Hbp1 Sh3glb1
24416 Hbp1 Slk
24417 Hbp1 Snx6
24418 Hbp1 Srp14
24419 Hbp1 Syf2
24420 Hbp1 Tm9sf3
24421 Hbp1 Tmem234
24422 Hbp1 Tmem50a
24423 Hbp1 Tmem59
24424 Hbp1 Tmod3
24425 Hbp1 Tpm1
24426 Hbp1 Tuba1c
24427 Hbp1 Ubc
24428 Hbp1 Vps36
24429 Hbp1 Vti1b
24430 Hbp1 Zfp36l1
24431 Hbp1 Ccnd1
24432 Hbp1 Map1lc3b
24433 Hbp1 Sqstm1
24434 Polr2g Rplp0
24435 Polr2g Eif6
24436 Polr2g Nme1
24437 Polr2g Pkm
24438 Polr2g Rpl19
24439 Polr2g Snrnp70
24440 Polr2g Hnrnpu
24441 Polr2g Hnrnpa2b1
24442 Polr2g Sf3b1
24443 Polr2g Gtf2f1
24444 Polr2g Cald1
24445 Polr2g Sox4
24446 Gtf3c1 Klf6
24447 Gtf3c1 Supt5
24448 Gtf3c1 Acbd5
24449 Gtf3c1 Anxa2
24450 Gtf3c1 Arf1
24451 Gtf3c1 Capzb
24452 Gtf3c1 Ccnd1
24453 Gtf3c1 Ccnd2
24454 Gtf3c1 Chchd1
24455 Gtf3c1 Ddx21
24456 Gtf3c1 Drap1
24457 Gtf3c1 Eif4g2
24458 Gtf3c1 Fermt2
24459 Gtf3c1 Gabarap
24460 Gtf3c1 Hspa8
24461 Gtf3c1 Jun
24462 Gtf3c1 Kras
24463 Gtf3c1 Krt18
24464 Gtf3c1 Krt19
24465 Gtf3c1 Morf4l1
24466 Gtf3c1 Pfn1
24467 Gtf3c1 Picalm
24468 Gtf3c1 Pkm
24469 Gtf3c1 Rab6a
24470 Gtf3c1 Rpl19
24471 Gtf3c1 S100a11
24472 Gtf3c1 Sdf4
24473 Gtf3c1 Taldo1
24474 Gtf3c1 Tnfrsf12a
24475 Gtf3c1 Tpm1
24476 Gtf3c1 Trappc1
24477 Gtf3c1 Wbp4
24478 Gtf3c1 Wls
24479 Tmf1 Rab6a
24480 Tmf1 Ubc
24481 Lrrfip1 Eif2ak2
24482 Sfpq Fus
24483 Sfpq Ubc
24484 Sfpq Ywhaz
24485 Sfpq Acbd5
24486 Sfpq Ahnak
24487 Sfpq Aldoa
24488 Sfpq Arf1
24489 Sfpq Atf4
24490 Sfpq Bnip2
24491 Sfpq Canx
24492 Sfpq Ccnd1
24493 Sfpq Cd63
24494 Sfpq Cdc123
24495 Sfpq Cdkn1a
24496 Sfpq Cldn4
24497 Sfpq Cnbp
24498 Sfpq Copb1
24499 Sfpq Cxcl16
24500 Sfpq Ddx21
24501 Sfpq Dnaja2
24502 Sfpq Eef1a1
24503 Sfpq Eif1
24504 Sfpq Eif4g2
24505 Sfpq Eif5
24506 Sfpq Esd
24507 Sfpq F11r
24508 Sfpq Fkbp3
24509 Sfpq Fubp1
24510 Sfpq G3bp2
24511 Sfpq Gadd45b
24512 Sfpq Gapdh
24513 Sfpq Gng5
24514 Sfpq H1f0
24515 Sfpq H3f3b
24516 Sfpq Hnrnpa2b1
24517 Sfpq Hnrnpc
24518 Sfpq Hnrnpu
24519 Sfpq Hspa8
24520 Sfpq Jun
24521 Sfpq Klf6
24522 Sfpq Krt18
24523 Sfpq Krt8
24524 Sfpq Lsr
24525 Sfpq Mdm2
24526 Sfpq Morf4l1
24527 Sfpq Myl6
24528 Sfpq Nfkbia
24529 Sfpq Pafah1b1
24530 Sfpq Pfn1
24531 Sfpq Pkm
24532 Sfpq Pnn
24533 Sfpq Psma5
24534 Sfpq Psma6
24535 Sfpq Psmb3
24536 Sfpq Psmd7
24537 Sfpq Rab10
24538 Sfpq Rnf11
24539 Sfpq Rpl19
24540 Sfpq Rpl23
24541 Sfpq Rpl35
24542 Sfpq Rplp2
24543 Sfpq Rps5
24544 Sfpq Rtn4
24545 Sfpq S100a11
24546 Sfpq Serbp1
24547 Sfpq Set
24548 Sfpq Sh3glb1
24549 Sfpq Slk
24550 Sfpq Tmem50a
24551 Sfpq Tnfrsf12a
24552 Sfpq Trp53
24553 Sfpq Tpm1
24554 Sfpq Tpm3
24555 Sfpq Tpm3-rs7
24556 Sfpq Tuba1c
24557 Sfpq Txndc17
24558 Sfpq Txnrd1
24559 Sfpq Ubxn1
24560 Sfpq Vdac2
24561 Sfpq Vmp1
24562 Sfpq Wbp4
24563 Sfpq Zfand5
24564 Sfpq Zfp36l1
24565 Srsf10 Fus
24566 Srsf10 Snrnp70
24567 Srsf10 Ywhab
24568 Med1 Mdm2
24569 Med1 Trp53
24570 Med1 Ywhah
24571 Med1 Plin2
24572 Med1 Txnrd1
24573 Med1 Acbd5
24574 Med1 Actg1
24575 Med1 Actn1
24576 Med1 Actn4
24577 Med1 Ahnak
24578 Med1 Arpp19
24579 Med1 Atp6v1e1
24580 Med1 Bcap31
24581 Med1 Bnip3l
24582 Med1 Canx
24583 Med1 Capns1
24584 Med1 Capzb
24585 Med1 Ccng1
24586 Med1 Cdkn1a
24587 Med1 Chchd1
24588 Med1 Chmp2a
24589 Med1 Commd3
24590 Med1 Copb1
24591 Med1 Dstn
24592 Med1 Eef1a1
24593 Med1 Ehd4
24594 Med1 Eif5b
24595 Med1 Eif6
24596 Med1 Etf1
24597 Med1 F3
24598 Med1 Ftl1
24599 Med1 Gabarap
24600 Med1 Gadd45b
24601 Med1 Gapdh
24602 Med1 Gnas
24603 Med1 Gpx1
24604 Med1 Gtpbp4
24605 Med1 Hnrnpa2b1
24606 Med1 Hnrnpu
24607 Med1 Hspb1
24608 Med1 Jun
24609 Med1 Jund
24610 Med1 Lmna
24611 Med1 Map1lc3b
24612 Med1 Ndufa5
24613 Med1 Nop56
24614 Med1 Npm1
24615 Med1 Pdcd10
24616 Med1 Pfn1
24617 Med1 Pnn
24618 Med1 Pnrc1
24619 Med1 Ppp1r15a
24620 Med1 Prpf40a
24621 Med1 Psmb1
24622 Med1 Ptp4a2
24623 Med1 Rala
24624 Med1 Rpl19
24625 Med1 Rpl28
24626 Med1 Rps16
24627 Med1 Rps19bp1
24628 Med1 Rtn4
24629 Med1 S100a11
24630 Med1 Sat1
24631 Med1 Sdf4
24632 Med1 Sox4
24633 Med1 Sqstm1
24634 Med1 Tmem234
24635 Med1 Tpd52l2
24636 Med1 Tpm1
24637 Med1 Txn1
24638 Med1 Txndc9
24639 Med1 Ubc
24640 Med1 Ube2r2
24641 Med1 Wbp4
24642 Med1 Ywhaz
24643 Med1 Anxa3
24644 Med1 Calm1
24645 Med1 Cdc123
24646 Med1 Clip1
24647 Med1 F11r
24648 Med1 Krt19
24649 Med1 Pabpc1
24650 Med1 Pam
24651 Med1 Psmb3
24652 Med1 Psmb6
24653 Med1 Rplp0
24654 Med1 S100a6
24655 Med1 Snrpb
24656 Med1 Ssb
24657 Med1 Tax1bp1
24658 Med1 Ube2b
24659 Med1 Ubxn4
24660 Med1 Usp16
24661 Htatsf1 Snrnp70
24662 Htatsf1 Supt5
24663 Polr2e Nme1
24664 Polr2e Pkm
24665 Polr2e Rpl19
24666 Polr2e Snrnp70
24667 Polr2e Ssb
24668 Polr2e Leo1
24669 Polr2e Hnrnpu
24670 Polr2e Eif3g
24671 Polr2e Hnrnpa2b1
24672 Polr2e Sf3b1
24673 Polr2e Gtf2f1
24674 Supt16 H3f3b
24675 Supt16 Acbd5
24676 Supt16 Actn1
24677 Supt16 Ahnak
24678 Supt16 Aldoa
24679 Supt16 Arf1
24680 Supt16 Arpc5
24681 Supt16 Atp6v0b
24682 Supt16 Capzb
24683 Supt16 Ccnd1
24684 Supt16 Cd44
24685 Supt16 Cdc42
24686 Supt16 Chchd1
24687 Supt16 Clic4
24688 Supt16 Cystm1
24689 Supt16 Ddx21
24690 Supt16 Drap1
24691 Supt16 Ehd4
24692 Supt16 Eif4g2
24693 Supt16 Eif5
24694 Supt16 Eif5a
24695 Supt16 Fkbp3
24696 Supt16 Fubp1
24697 Supt16 Gabarap
24698 Supt16 Gapdh
24699 Supt16 Gng5
24700 Supt16 Gtpbp4
24701 Supt16 Hnrnpc
24702 Supt16 Hspa8
24703 Supt16 Itgb1
24704 Supt16 Jun
24705 Supt16 Kif5b
24706 Supt16 Krt18
24707 Supt16 Krt8
24708 Supt16 Lmna
24709 Supt16 Lmo7
24710 Supt16 Mdm2
24711 Supt16 Morf4l1
24712 Supt16 Myof
24713 Supt16 Nfkbia
24714 Supt16 Pfn1
24715 Supt16 Picalm
24716 Supt16 Psma6
24717 Supt16 Psmd7
24718 Supt16 Ptp4a2
24719 Supt16 Rab6a
24720 Supt16 Ran
24721 Supt16 Rnh1
24722 Supt16 Rpl19
24723 Supt16 Rpl23
24724 Supt16 Rpl27a
24725 Supt16 Rplp2
24726 Supt16 S100a11
24727 Supt16 Syf2
24728 Supt16 Tcf25
24729 Supt16 Tm9sf3
24730 Supt16 Trp53
24731 Supt16 Tpm1
24732 Supt16 Txndc17
24733 Supt16 Txnrd1
24734 Supt16 Ubc
24735 Supt16 Vdac2
24736 Supt16 Vmp1
24737 Supt16 Vps36
24738 Supt16 Wbp4
24739 Supt16 Wls
24740 Supt16 Zfp36l1
24741 Mbd3 Morf4l1
24742 Mbd3 Acbd5
24743 Mbd3 Actn1
24744 Mbd3 Ahnak
24745 Mbd3 Aldoa
24746 Mbd3 Ano6
24747 Mbd3 Anxa7
24748 Mbd3 Ccnd1
24749 Mbd3 Cd63
24750 Mbd3 Cgn
24751 Mbd3 Crip2
24752 Mbd3 Ddx21
24753 Mbd3 Emp2
24754 Mbd3 Fnbp1l
24755 Mbd3 Gtpbp4
24756 Mbd3 H3f3b
24757 Mbd3 Itgb1
24758 Mbd3 Jun
24759 Mbd3 Kras
24760 Mbd3 Krt18
24761 Mbd3 Krt7
24762 Mbd3 Krt8
24763 Mbd3 Lgals3
24764 Mbd3 Lmna
24765 Mbd3 Mdm2
24766 Mbd3 Myl6
24767 Mbd3 Nfkbia
24768 Mbd3 Pdlim1
24769 Mbd3 Phlda1
24770 Mbd3 Pkm
24771 Mbd3 Rnh1
24772 Mbd3 S100a10
24773 Mbd3 Stub1
24774 Mbd3 Tmem234
24775 Mbd3 Tmod3
24776 Mbd3 Tnfrsf12a
24777 Mbd3 Tpm1
24778 Mbd3 Ubc
24779 Mbd3 Vdac2
24780 Mbd3 Wls
24781 Mbd3 Zfp36l1
24782 Mbd3 Actb
24783 Mbd3 Cldn4
24784 Mbd3 Flna
24785 Mbd3 Gnas
24786 Mbd3 Hspb1
24787 Mbd3 Krt19
24788 Mbd3 Pmepa1
24789 Mbd3 Sqstm1
24790 Mbd3 Vmp1
24791 Nrip1 Jun
24792 Nrip1 Ywhah
24793 Nrip1 Actn1
24794 Nrip1 Ahnak
24795 Nrip1 Ano6
24796 Nrip1 Arl1
24797 Nrip1 Atp6v1d
24798 Nrip1 Capzb
24799 Nrip1 Ccnd1
24800 Nrip1 Cd151
24801 Nrip1 Cd63
24802 Nrip1 Cd9
24803 Nrip1 Cdc123
24804 Nrip1 Cgn
24805 Nrip1 Clic4
24806 Nrip1 Clip1
24807 Nrip1 Denr
24808 Nrip1 Esd
